source,target,weight
"Conyers, G. (21998777)","Chiswell, Richard (24655896)",2
"Conyers, G. (21998777)","Dawks, J. (63599288)",1
"Conyers, G. (21998777)","WOTTON, Matthew (bbti_78165)",2
"Conyers, G. (21998777)","RECOMMENDED, R. (rcrecommended_0)",1
"Conyers, G. (21998777)",Latin and Greek (latinandgreek_0),1
"Conyers, G. (21998777)","ENGLISH, vocabulary (vocabularyenglish_0)",1
"Conyers, G. (21998777)","Knapton, Paul (NV37384)",1
"Conyers, G. (21998777)","Onley, W. (29080720)",2
"Conyers, G. (21998777)","HARRIS, Elizabeth (bbti_31005)",1
"Collins, Arthur, 1682?-1760. (5995757)","Baker, J. (33425968)",1
"Collins, Arthur, 1682?-1760. (5995757)","Cliff, N. (9729889)",1
"Collins, Arthur, 1682?-1760. (5995757)","Taylor, W. (1565494)",1
"Collins, Arthur, 1682?-1760. (5995757)","Midwinter, Daniel, active 1698-1725, (99687181)",1
"Collins, Arthur, 1682?-1760. (5995757)","Round, J. (34044423)",1
"Collins, Arthur, 1682?-1760. (5995757)","Knapton, J. (76192869)",1
"Collins, Arthur, 1682?-1760. (5995757)","Bell, Andrew, -1720?, (210259891)",1
"Collins, Arthur, 1682?-1760. (5995757)","BUTLER, Samuel (bbti_11535)",1
"Collins, Arthur, 1682?-1760. (5995757)","MANSHIP, Samuel (bbti_104724)",1
"Collins, Arthur, 1682?-1760. (5995757)","Roper, Abel (77718116)",1
"Collins, Arthur, 1682?-1760. (5995757)","JAMES, George (bbti_106995)",1
"BUTLER, Samuel (bbti_11535)","Osborne, Thomas, -1767. (227713609)",1
"ROBERTS, John (bbti_110573)","Parkhurst, Thomas (13724886)",1
"ROBERTS, John (bbti_110573)","BOULTER, Whattoff (bbti_7972)",1
"TRACY, Ebenezer (bbti_70360)","WYAT, John (bbti_78573)",1
"Wellington, R. (46660218)","Chiswell, Richard (24655896)",3
"Wellington, R. (46660218)","SAWBRIDGE, George II (bbti_61088)",2
"Wellington, R. (46660218)","WELLS, George (bbti_114908)",2
"Wellington, R. (46660218)","CLAVELL, Roger (bbti_14312)",1
"Wellington, R. (46660218)","ROBINSON, Joseph (bbti_113639)",1
"Wellington, R. (46660218)","SCOTT, Robert (bbti_105534)",1
"Wellington, R. (46660218)","BUCK, Peter (bbti_10522)",1
"Wellington, R. (46660218)","Strahan, G. (71442890)",1
"Wellington, R. (46660218)","Lintott, Bernard (34509981)",2
"Wellington, R. (46660218)","Tonson, Jacob (121291376)",1
"Wellington, R. (46660218)","Bettesworth, A. (36768263)",1
"Wellington, R. (46660218)","RUMBALL, Edmund (bbti_135336)",1
"Wellington, R. (46660218)","BLARE, J. (josblare_0)",1
"Wale, Jeffrey, (NV32556)","Barber, John (NV2330)",1
"Wale, Jeffrey, (NV32556)","WALE, Jeffrey (bbti_72157)",1
"Wale, Jeffrey, (NV32556)","Senex, J. (13471693)",1
"Wale, Jeffrey, (NV32556)","Price, C., (106875778)",1
"Bates, C. (88457570)","Onley, W. (29080720)",5
"Downing, J. (51926513)","BURROUGH, Richard (bbti_11202)",2
"Downing, J. (51926513)","SIMPSON, Ralph (bbti_63169)",1
"Downing, J. (51926513)","HIM, him (thomashume_1)",3
"Downing, J. (51926513)","Churchey, William, -1702. (NV6016)",1
"Downing, J. (51926513)","SPEED, Thomas (bbti_65245)",2
"Downing, J. (51926513)","HAWES, William (bbti_31974)",2
"Downing, J. (51926513)","Woodward, Josiah, 1660-1712. (28169860)",2
"Downing, J. (51926513)","Baker, J. (33425968)",1
"Downing, J. (51926513)","ARCHER, Joseph (bbti_1617)",1
"Downing, J. (51926513)",German (german_0),1
"Downing, J. (51926513)","Jacob, (71827140)",1
"Downing, J. (51926513)","TAYLOR, John (bbti_107515)",1
"Downing, J. (51926513)","Lintott, Bernard (34509981)",1
"Downing, J. (51926513)","Ballard, Thomas, active 1698-1734. (72811927)",1
"Downing, J. (51926513)","ROBINSON, Joseph (bbti_113639)",1
"Downing, J. (51926513)","SMITH, Charles (bbti_63806)",1
"Downing, J. (51926513)","BARKER, Anthony (bbti_3747)",1
"Downing, J. (51926513)","WYAT, John (bbti_78573)",1
"Downing, J. (51926513)","JOHNSON, Michael (michaeljohnson_0)",1
"Downing, J. (51926513)","CLAVELL, Robert (bbti_107777)",1
"Downing, J. (51926513)","LINDSEY, William (bbti_42884)",1
"Bridge, S. (36721686)","Parkhurst, Thomas (13724886)",1
"Bridge, S. (36721686)","Eyken, Sebastian Vander. (2325404)",1
"BELL, Andrew (bbti_5367)","TAYLOR, John (bbti_107515)",1
"BELL, Andrew (bbti_5367)","KNAPLOCK, Robert (bbti_107957)",3
"BELL, Andrew (bbti_5367)","Tooke, Benjamin (100328493)",1
"BELL, Andrew (bbti_5367)","BROWN, Daniel (bbti_107361)",3
"BELL, Andrew (bbti_5367)","Lintott, Bernard (34509981)",2
"BELL, Andrew (bbti_5367)","Tonson, Jacob (330654)",1
"BELL, Andrew (bbti_5367)","LEWIS, William (bbti_42637)",1
"BELL, Andrew (bbti_5367)","HORNE, Thomas (bbti_35104)",1
"BELL, Andrew (bbti_5367)","SMITH, Ralph (bbti_64335)",1
"BELL, Andrew (bbti_5367)","Leach, D. (39337317)",1
"BELL, Andrew (bbti_5367)","Round, J. (34044423)",1
"BELL, Andrew (bbti_5367)","TAYLOR, John (bbti_68100)",1
"BELL, Andrew (bbti_5367)","Taylor, W. (1565494)",1
"BELL, Andrew (bbti_5367)","Rhodes, H. (41714688)",2
"BELL, Andrew (bbti_5367)","BAKER, John (bbti_3052)",1
"BELL, Andrew (bbti_5367)","ROGERS, William (bbti_104038)",2
"BELL, Andrew (bbti_5367)","Cockerill, Thomas (44183431)",2
"BELL, Andrew (bbti_5367)","Nicholson, J. (19553220)",1
"BELL, Andrew (bbti_5367)","Darby, John (311335919)",1
"BELL, Andrew (bbti_5367)","BARNES, John (bbti_3974)",1
"BELL, Andrew (bbti_5367)","MONTGOMERY, Hugh (bbti_48010)",1
"Walsh, John, 1665 or 1666-1736, (17489351)","WALSH, John (bbti_72718)",1
"WYAT, John (bbti_78573)","BRADYLL, Thomas (bbti_107764)",1
"WYAT, John (bbti_78573)","TAYLOR, John (bbti_68100)",1
"WYAT, John (bbti_78573)","Lawrence, John (9733233)",2
"WYAT, John (bbti_78573)","Robinson, Jonathan (19565519)",5
"WYAT, John (bbti_78573)","Leach, D. (39337317)",1
"WYAT, John (bbti_78573)","Leake, J. (34343718)",1
"WYAT, John (bbti_78573)","IRACY, Eben (ebeniracy_0)",1
"WYAT, John (bbti_78573)","RAWLINS, John (bbti_56879)",1
"WYAT, John (bbti_78573)","Parkhurst, Thomas (13724886)",1
"Aylmer, Brabazon (41690231)","BROME, Charles (bbti_9392)",4
"Aylmer, Brabazon (41690231)","ROGERS, William (bbti_104038)",1
"Aylmer, Brabazon (41690231)","Nicholson, J. (19553220)",1
"Aylmer, Brabazon (41690231)","Bonwicke, Henry (73741053)",1
"Aylmer, Brabazon (41690231)","CHAPMAN, Thomas (bbti_13173)",1
"Aylmer, Brabazon (41690231)","MONCKTON, Philip (bbti_47943)",1
"Aylmer, Brabazon (41690231)","TAYLOR, John (bbti_68100)",1
"Aylmer, Brabazon (41690231)","Lawrence, John (9733233)",1
"Aylmer, Brabazon (41690231)","Robinson, Jonathan (19565519)",1
"Aylmer, Brabazon (41690231)","Parkhurst, Thomas (13724886)",1
"Aylmer, Brabazon (41690231)","Cockerill, Thomas (44183431)",1
"Onley, W. (29080720)","BLARE, J. (josblare_0)",2
"Onley, W. (29080720)","MILBOURNE, Alexander (bbti_106885)",1
"Onley, W. (29080720)","PARKER, Peter II (bbti_52434)",1
"Onley, W. (29080720)","Bissel, J. (NV3131)",1
"Onley, W. (29080720)","MILBORN, Alexander (bbti_106884)",1
"Settle, Elkanah, 1648-1724. (2480468)","BRUDENELL, John (bbti_106112)",1
"BOWYER, Jonah (bbti_8281)","JAMES, George (bbti_106995)",1
"BOWYER, Jonah (bbti_8281)","Bettenham, J. (228701119)",1
"BOWYER, Jonah (bbti_8281)","Nicholson, J. (19553220)",1
"BOWYER, Jonah (bbti_8281)","KNAPLOCK, Robert (bbti_107957)",1
"BOWYER, Jonah (bbti_8281)","Bradford, J. (58931975)",1
"SARE, Richard (bbti_60899)","Tooke, Benjamin (100328493)",1
"SARE, Richard (bbti_60899)","BROWN, Daniel (bbti_107361)",1
"SARE, Richard (bbti_60899)","BARKER, B. (benjaminbarker_0)",1
"SARE, Richard (bbti_60899)","HARTLEY, Robert (bbti_31571)",1
"SARE, Richard (bbti_60899)","HARTLEY, John (bbti_31555)",1
"SARE, Richard (bbti_60899)","Tonson, Jacob (121291376)",1
"SARE, Richard (bbti_60899)","Tonson, Jacob (330654)",3
"SARE, Richard (bbti_60899)","Place, J. (54032983)",2
"SARE, Richard (bbti_60899)","BATTERSBY, Winstanley (bbti_109409)",1
"SARE, Richard (bbti_60899)","Keble, Samuel (61423499)",1
"SARE, Richard (bbti_60899)","WHITE, Henry (bbti_74955)",1
"SARE, Richard (bbti_60899)","SHEPEY, William (williamshepey_0)",1
"SARE, Richard (bbti_60899)","Bowyer, W. (14825513)",1
"Tracy, E. (48823380)","BURROWS, Samuel (bbti_11228)",1
"Tracy, E. (48823380)","BROWN, Daniel (bbti_107361)",1
"BATTERSBY, Robert (bbti_4729)","SIMPSON, Ralph (bbti_63169)",1
"Mallet, E. (29449922)","MATTHEWS, John (bbti_132753)",1
"Rhames, A. (31912803)","WARE, John (johnware_0)",1
"Rhames, A. (31912803)","PEPYAT, Jer. (jerpepyat_0)",1
"Curll, E. (73995150)","SMITH, Charles (bbti_63806)",1
"Curll, E. (73995150)","HALSEY, R (bbti_30079)",1
"Curll, E. (73995150)","BAKER, John (bbti_3052)",1
"Curll, E. (73995150)","PEMBERTON, John (bbti_53584)",1
"Curll, E. (73995150)","GOSLING, Robert (bbti_106365)",2
"FREEBAIRN, Mr (robertfreebairn_0)","KNOX, Mr (mrhenryknox_0)",1
"FREEBAIRN, Mr (robertfreebairn_0)","FREEBAIRN, Mr (mrdavidfreebairn_0)",1
"Roper, Abel (77718116)","TURNER, William (bbti_70987)",3
"Roper, Abel (77718116)","BASSET, Richard (bbti_4498)",5
"Roper, Abel (77718116)","COGGAN, Francis (bbti_14903)",2
"Roper, Abel (77718116)","CLEAVE, Isaac (bbti_108082)",1
"Roper, Abel (77718116)",assigns of Richard and Edward Atkins (121292554),2
"Roper, Abel (77718116)","JAMES, George (bbti_106995)",1
"Roper, Abel (77718116)","BOSVILLE, Alexander (bbti_7880)",1
"Roper, Abel (77718116)","BASSES, R. (rbasses_0)",1
"Roper, Abel (77718116)","CLAVELL, Robert (bbti_107777)",1
"H, J. (7255138)","Robinson, Jonathan (19565519)",1
"H, J. (7255138)","Mortlock, Henry (26078421)",1
"H, J. (7255138)","MORTLOCK, George (bbti_48741)",1
"BRADYLL, Thomas (bbti_107764)","TAYLOR, John (bbti_68100)",1
"BRADYLL, Thomas (bbti_107764)","SMITH, Sam (bbti_64396)",1
"BRADYLL, Thomas (bbti_107764)","WALFORD, Benjamin (bbti_107857)",1
"BRADYLL, Thomas (bbti_107764)","TAYLOR, Randolph (bbti_68227)",1
"ROGERS, William (bbti_104038)","Rhodes, H. (41714688)",1
"ROGERS, William (bbti_104038)","HARRIS, Elizabeth (bbti_31005)",1
"ROGERS, William (bbti_104038)","BARKER, B. (benjaminbarker_0)",1
"ROGERS, William (bbti_104038)","Parsons, William, 1658-1725?. (74704276)",1
"ROGERS, William (bbti_104038)","Nicholson, J. (19553220)",2
"ROGERS, William (bbti_104038)","BROME, Charles (bbti_9392)",1
"ROGERS, William (bbti_104038)","Bonwicke, Henry (73741053)",1
"ROGERS, William (bbti_104038)","CHAPMAN, Thomas (bbti_13173)",1
"ROGERS, William (bbti_104038)","MONCKTON, Philip (bbti_47943)",1
"ROGERS, William (bbti_104038)","KNAPLOCK, Robert (bbti_107957)",2
"ROGERS, William (bbti_104038)","Cockerill, Thomas (44183431)",2
"ROGERS, William (bbti_104038)","Tooke, Benjamin (100328493)",3
"ROGERS, William (bbti_104038)","HARTLEY, John (bbti_31555)",1
"ROGERS, William (bbti_104038)","HARRISON, J (bbti_31247)",1
"ROGERS, William (bbti_104038)","FREEMAN, William (bbti_105242)",1
"ROGERS, William (bbti_104038)","CLEAVE, John (bbti_108083)",1
"ROGERS, William (bbti_104038)","BOSVILLE, Alexander (bbti_7880)",1
"ROGERS, William (bbti_104038)","BROWNE, Daniel I (bbti_10232)",1
"ROGERS, William (bbti_104038)","COGGAN, Francis (bbti_14903)",1
"ROGERS, William (bbti_104038)","PLACE, Edward (bbti_54789)",1
"ROGERS, William (bbti_104038)","VINCENT, Robert (bbti_71765)",1
"ROGERS, William (bbti_104038)","Kettilby, Walter (36782743)",1
"Barber, John (NV2330)","WALE, Jeffrey (bbti_72157)",2
"Barber, John (NV2330)","Senex, J. (13471693)",2
"Barber, John (NV2330)","Price, C., (106875778)",1
"Barber, John (NV2330)","Taylor, W. (1565494)",1
"Barber, John (NV2330)","HOLLAND, James (bbti_108660)",2
"Barber, John (NV2330)","SMITH, Sam (bbti_64396)",1
"Barber, John (NV2330)","WALFORD, Benjamin (bbti_107857)",1
"TAYLOR, John (bbti_107515)","KNAPLOCK, Robert (bbti_107957)",1
"TAYLOR, John (bbti_107515)","Tooke, Benjamin (100328493)",1
"TAYLOR, John (bbti_107515)","BROWN, Daniel (bbti_107361)",2
"TAYLOR, John (bbti_107515)","Lintott, Bernard (34509981)",2
"TAYLOR, John (bbti_107515)","Tonson, Jacob (330654)",1
"TAYLOR, John (bbti_107515)","LEWIS, William (bbti_42637)",1
"TAYLOR, John (bbti_107515)","HORNE, Thomas (bbti_35104)",1
"TAYLOR, John (bbti_107515)","Strahan, G. (71442890)",1
"TAYLOR, John (bbti_107515)","SAFYER, Edward (bbti_109518)",1
"TAYLOR, John (bbti_107515)","Clements, Henry (44350961)",1
"TAYLOR, John (bbti_107515)","SPRINT, John (bbti_108120)",1
"TAYLOR, John (bbti_107515)","Bettesworth, A. (36768263)",1
"TAYLOR, John (bbti_107515)","BARNES, John (bbti_3974)",1
"TAYLOR, John (bbti_107515)","MOUNT, J (bbti_48910)",1
"TAYLOR, John (bbti_107515)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"TAYLOR, John (bbti_107515)","GUY, Thomas (bbti_29496)",1
"TAYLOR, John (bbti_107515)","GOUGE, John (bbti_28011)",1
"TAYLOR, John (bbti_107515)","Brightland, John (42226579)",1
"TAYLOR, John (bbti_107515)","Ballard, Thomas, active 1698-1734. (72811927)",1
"TAYLOR, John (bbti_107515)","ROBINSON, Joseph (bbti_113639)",1
"TAYLOR, John (bbti_107515)","Motte, B. (311426459)",1
"BURROUGH, Richard (bbti_11202)","Baker, J. (33425968)",5
"Strahan, G. (71442890)","SAFYER, Edward (bbti_109518)",1
"Strahan, G. (71442890)","Clements, Henry (44350961)",1
"Strahan, G. (71442890)","SPRINT, John (bbti_108120)",1
"Strahan, G. (71442890)","Bettesworth, A. (36768263)",1
"Strahan, G. (71442890)","BARNES, John (bbti_3974)",1
"Strahan, G. (71442890)","MOUNT, J (bbti_48910)",1
"Strahan, G. (71442890)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"Strahan, G. (71442890)","GUY, Thomas (bbti_29496)",1
"Strahan, G. (71442890)","GOUGE, John (bbti_28011)",1
"Strahan, G. (71442890)","Brightland, John (42226579)",1
"Strahan, G. (71442890)","Tooke, Benjamin (100328493)",2
"Strahan, G. (71442890)","BROWN, Daniel (bbti_107361)",1
"Strahan, G. (71442890)","CLAVELL, Robert (bbti_107777)",1
"Strahan, G. (71442890)","Croom, George (54065151)",1
"Strahan, G. (71442890)","Tonson, Jacob (330654)",4
"Strahan, G. (71442890)",J. and P. Knapton (150016994),4
"Strahan, G. (71442890)","WOODWARD, James (bbti_77895)",1
"Strahan, G. (71442890)","BAKER, John (bbti_3052)",1
"Strahan, G. (71442890)","Lintott, Bernard (34509981)",1
"Strahan, G. (71442890)","Tonson, Jacob (121291376)",1
"Strahan, G. (71442890)","Bowyer, W. (46815338)",1
"Strahan, G. (71442890)","DAVIS, William (bbti_19047)",1
"SIMPSON, Ralph (bbti_63169)","HIM, him (thomashume_1)",1
"SIMPSON, Ralph (bbti_63169)","NEWMAN, Hugh (bbti_50050)",1
"SIMPSON, Ralph (bbti_63169)","Parkhurst, Thomas (13724886)",1
"SIMPSON, Ralph (bbti_63169)","BASSET, Richard (bbti_4498)",1
"SIMPSON, Ralph (bbti_63169)","Browne, Simon, 1680-1732. (21111023)",1
"SIMPSON, Ralph (bbti_63169)","BRUGIS, Richard (bbti_10389)",1
"TAYLOR, John (bbti_68100)","Taylor, W. (1565494)",1
"TAYLOR, John (bbti_68100)","Lawrence, John (9733233)",1
"TAYLOR, John (bbti_68100)","Robinson, Jonathan (19565519)",1
"TAYLOR, John (bbti_68100)","Parkhurst, Thomas (13724886)",1
"TAYLOR, John (bbti_68100)","Cockerill, Thomas (44183431)",1
"TAYLOR, John (bbti_68100)","Tooke, Benjamin (100328493)",1
"TAYLOR, John (bbti_68100)","BROME, Charles (bbti_9392)",1
"TAYLOR, John (bbti_68100)","Rhodes, H. (41714688)",1
"TAYLOR, John (bbti_68100)","Keble, Samuel (61423499)",1
"TAYLOR, John (bbti_68100)","WILKINS, Richard (bbti_106392)",1
"TAYLOR, John (bbti_68100)","Loveling, Benjamin, 1672 or 1673-1727. (12184804)",1
"TAYLOR, John (bbti_68100)","BROOM, Charles (bbti_9682)",1
"Rhodes, H. (41714688)","HARRIS, Elizabeth (bbti_31005)",1
"Rhodes, H. (41714688)","BARKER, B. (benjaminbarker_0)",1
"Rhodes, H. (41714688)","Parsons, William, 1658-1725?. (74704276)",1
"Rhodes, H. (41714688)","Nicholson, J. (19553220)",1
"Rhodes, H. (41714688)","PHILLIPS, Joshua (bbti_106195)",1
"BROWNE, Daniel II (bbti_10233)","SPRINT, John (bbti_108120)",1
"BROWNE, Daniel II (bbti_10233)","TURNER, William (bbti_70987)",1
"BROWNE, Daniel II (bbti_10233)","BROWN, Thomas (bbti_10098)",1
"Bradford, J. (58931975)","SMITH, Ralph (bbti_64335)",1
"SHELMERDINE, Thomas (bbti_62383)","Cliff, N. (9729889)",1
"SHELMERDINE, Thomas (bbti_62383)","ARCHER, Joseph (bbti_1617)",1
"SHELMERDINE, Thomas (bbti_62383)","STOKOE, Luke (bbti_66593)",1
"SHELMERDINE, Thomas (bbti_62383)","NEWTON, William (bbti_50174)",1
"Lawrence, John (9733233)","Tookey, R. (NV31397)",4
"Lawrence, John (9733233)","Parkhurst, Thomas (13724886)",3
"Lawrence, John (9733233)","Lawson, Deodat. (7732747)",1
"Lawrence, John (9733233)","Robinson, Jonathan (19565519)",4
"Lawrence, John (9733233)","Humfreys, J. (24489154)",3
"Lawrence, John (9733233)","Cockerill, Thomas (44183431)",2
"Lawrence, John (9733233)","Roberts, Robert (41745564)",1
"Nicholson, J. (19553220)","Tooke, Benjamin (100328493)",6
"Nicholson, J. (19553220)","SMITH, Ralph (bbti_64335)",3
"Nicholson, J. (19553220)","MANSHIP, Samuel (bbti_104724)",3
"Nicholson, J. (19553220)","PARKER, Richard (bbti_52439)",4
"Nicholson, J. (19553220)","BONWICKE, Rebecca (bbti_7688)",3
"Nicholson, J. (19553220)","FREEMAN, William (bbti_105242)",4
"Nicholson, J. (19553220)","Chiswell, Richard (24655896)",1
"Nicholson, J. (19553220)","Dawks, J. (63599288)",1
"Nicholson, J. (19553220)","SPRINT, John (bbti_108120)",2
"Nicholson, J. (19553220)","Ballard, Thomas, active 1698-1734. (72811927)",1
"Nicholson, J. (19553220)","Bowyer, W. (46815338)",1
"Nicholson, J. (19553220)","KEBLE, Samuel (bbti_106556)",1
"Nicholson, J. (19553220)","GRIFFIN, C (bbti_28989)",1
"Nicholson, J. (19553220)","BROME, Charles (bbti_9392)",2
"Nicholson, J. (19553220)","LEIGH, T. (thomasleigh_0)",1
"Nicholson, J. (19553220)","Bonwicke, Henry (73741053)",1
"Nicholson, J. (19553220)","CHAPMAN, Thomas (bbti_13173)",1
"Nicholson, J. (19553220)","MONCKTON, Philip (bbti_47943)",1
"Nicholson, J. (19553220)","SPRINT, Samuel (bbti_65515)",1
"Nicholson, J. (19553220)","Blome, Richard, -1705. (90716242)",1
"Nicholson, J. (19553220)","Taylor, W. (1565494)",1
"Nicholson, J. (19553220)","Clements, Henry (44350961)",1
"Nicholson, J. (19553220)","KNAPLOCK, Robert (bbti_107957)",2
"Nicholson, J. (19553220)","Parkhurst, Thomas (13724886)",1
"BRUGIS, Richard (bbti_10389)","Hauksbee, Francis, 1666-1713. (51774140)",1
"CLARK, John (bbti_13923)","ARMSTRONG, A. (aarmstrong_0)",1
"CLARK, John (bbti_13923)","Clark, M. (122059304)",2
"CLARK, John (bbti_13923)","ARMSTRONG, Thomas (bbti_1745)",1
"WOTTON, Matthew (bbti_78165)","Chiswell, Richard (24655896)",1
"WOTTON, Matthew (bbti_78165)","Tooke, Benjamin (100328493)",1
"WOTTON, Matthew (bbti_78165)","MANSHIP, Samuel (bbti_104724)",1
"WOTTON, Matthew (bbti_78165)","Bonwicke, Henry (73741053)",1
"Tookey, R. (NV31397)","Parkhurst, Thomas (13724886)",2
"Tookey, R. (NV31397)","Lawson, Deodat. (7732747)",1
"Tookey, R. (NV31397)",N. and P. Hillier (nandphillier_0),1
"Tookey, R. (NV31397)","Marshall, William (51561432)",1
"Tookey, R. (NV31397)","Malthus, S. (290882611)",1
"BULLOCK, Thomas (bbti_10810)","Liddell, George. (22013970)",1
"HALSEY, R (bbti_30079)","BAKER, John (bbti_3052)",1
"RUMBALL, Edmund (bbti_135336)","BARNES, John (bbti_3974)",1
"RUMBALL, Edmund (bbti_135336)","Wellington, Richard, active 1693-1709, (NV33083)",1
"RUMBALL, Edmund (bbti_135336)","Rumball, E., (NV27073)",1
"MORDEN, Robert (bbti_48285)","FABIAN, M. (maryfabian_0)",1
"MORDEN, Robert (bbti_48285)","Smith, R. (66368711)",1
"MORDEN, Robert (bbti_48285)","Cockerill, Thomas (44183431)",1
"SMITH, Sam (bbti_64396)","WALFORD, Benjamin (bbti_107857)",5
"SMITH, Sam (bbti_64396)","MANSHIP, Samuel (bbti_104724)",1
"SMITH, Sam (bbti_64396)","TAYLOR, Randolph (bbti_68227)",1
"KNAPLOCK, Robert (bbti_107957)","Tooke, Benjamin (100328493)",1
"KNAPLOCK, Robert (bbti_107957)","BROWN, Daniel (bbti_107361)",1
"KNAPLOCK, Robert (bbti_107957)","Lintott, Bernard (34509981)",2
"KNAPLOCK, Robert (bbti_107957)","Tonson, Jacob (330654)",2
"KNAPLOCK, Robert (bbti_107957)","LEWIS, William (bbti_42637)",1
"KNAPLOCK, Robert (bbti_107957)","HORNE, Thomas (bbti_35104)",1
"KNAPLOCK, Robert (bbti_107957)","CLAVELL, Robert (bbti_107777)",1
"KNAPLOCK, Robert (bbti_107957)","Cockerill, Thomas (44183431)",2
"KNAPLOCK, Robert (bbti_107957)","MATTHEWS, John (bbti_132753)",1
"KNAPLOCK, Robert (bbti_107957)","WILKIN, Richard (bbti_75857)",2
"KNAPLOCK, Robert (bbti_107957)","LEIGH, T. (thomasleigh_0)",1
"KNAPLOCK, Robert (bbti_107957)","SMITH, Ralph (bbti_64335)",1
"KNAPLOCK, Robert (bbti_107957)","SPRINT, John (bbti_108120)",1
"KNAPLOCK, Robert (bbti_107957)","Round, J. (34044423)",1
"Tooke, Benjamin (100328493)","BROWN, Daniel (bbti_107361)",3
"Tooke, Benjamin (100328493)","Lintott, Bernard (34509981)",1
"Tooke, Benjamin (100328493)","Tonson, Jacob (330654)",1
"Tooke, Benjamin (100328493)","LEWIS, William (bbti_42637)",1
"Tooke, Benjamin (100328493)","HORNE, Thomas (bbti_35104)",1
"Tooke, Benjamin (100328493)","SMITH, Ralph (bbti_64335)",3
"Tooke, Benjamin (100328493)","MANSHIP, Samuel (bbti_104724)",5
"Tooke, Benjamin (100328493)","PARKER, Richard (bbti_52439)",4
"Tooke, Benjamin (100328493)","BONWICKE, Rebecca (bbti_7688)",3
"Tooke, Benjamin (100328493)","FREEMAN, William (bbti_105242)",4
"Tooke, Benjamin (100328493)","Bowyer, W. (46815338)",1
"Tooke, Benjamin (100328493)","KEBLE, Samuel (bbti_106556)",1
"Tooke, Benjamin (100328493)","GRIFFIN, C (bbti_28989)",1
"Tooke, Benjamin (100328493)","BROME, Charles (bbti_9392)",2
"Tooke, Benjamin (100328493)","LEIGH, T. (thomasleigh_0)",1
"Tooke, Benjamin (100328493)","BARKER, B. (benjaminbarker_0)",2
"Tooke, Benjamin (100328493)","Bonwicke, Henry (73741053)",2
"Tooke, Benjamin (100328493)","HARTLEY, John (bbti_31555)",1
"Tooke, Benjamin (100328493)","HARRISON, J (bbti_31247)",1
"Tooke, Benjamin (100328493)","CLEAVE, John (bbti_108083)",1
"Tooke, Benjamin (100328493)","BOSVILLE, Alexander (bbti_7880)",1
"Tooke, Benjamin (100328493)","BROWNE, Daniel I (bbti_10232)",1
"Tooke, Benjamin (100328493)","COGGAN, Francis (bbti_14903)",1
"Tooke, Benjamin (100328493)","PLACE, Edward (bbti_54789)",1
"Tooke, Benjamin (100328493)","VINCENT, Robert (bbti_71765)",1
"Tooke, Benjamin (100328493)","Taylor, W. (1565494)",1
"Tooke, Benjamin (100328493)","Clements, Henry (44350961)",1
"Tooke, Benjamin (100328493)","King, C. (7257114)",1
"Tooke, Benjamin (100328493)","Smith, R. (66368711)",1
"Tooke, Benjamin (100328493)","Nutt, John, active 1691-1716, (NV23177)",1
"Baker, J. (33425968)","Cliff, N. (9729889)",1
"Baker, J. (33425968)","Taylor, W. (1565494)",1
"Baker, J. (33425968)","Midwinter, Daniel, active 1698-1725, (99687181)",1
"Baker, J. (33425968)","Round, J. (34044423)",1
"Baker, J. (33425968)","Knapton, J. (76192869)",1
"Baker, J. (33425968)","Bell, Andrew, -1720?, (210259891)",1
"Baker, J. (33425968)","BROWN, Daniel (bbti_107361)",1
"Baker, J. (33425968)","SAWBRIDGE, George II (bbti_61088)",1
"Baker, J. (33425968)","BRISCOE, Samuel (bbti_9201)",1
"Baker, J. (33425968)","ARCHER, Joseph (bbti_1617)",1
"Baker, J. (33425968)","WOODWARD, John (bbti_110417)",1
"Baker, J. (33425968)","BOROUGHS, R (bbti_7840)",1
"Baker, J. (33425968)","Dod, H. (1475233)",1
"Baker, J. (33425968)","Marshall, William (51561432)",1
"Baker, J. (33425968)","MARSHALL, John (bbti_45404)",1
"Meere, H. (65560351)","WOODWARD, James (bbti_77895)",1
"Meere, H. (65560351)","MEERES, Hugh (bbti_46680)",1
"Chiswell, Richard (24655896)","SAWBRIDGE, George II (bbti_61088)",2
"Chiswell, Richard (24655896)","WELLS, George (bbti_114908)",2
"Chiswell, Richard (24655896)","Dawks, J. (63599288)",1
"Chiswell, Richard (24655896)","SPRINT, John (bbti_108120)",1
"Chiswell, Richard (24655896)","Ballard, Thomas, active 1698-1734. (72811927)",1
"Chiswell, Richard (24655896)","CLAVELL, Roger (bbti_14312)",1
"Chiswell, Richard (24655896)","ROBINSON, Joseph (bbti_113639)",1
"Chiswell, Richard (24655896)","SCOTT, Robert (bbti_105534)",1
"Chiswell, Richard (24655896)","Pero, John (46636290)",1
"Chiswell, Richard (24655896)","Barker, Ralph, 1648-1708, (43242771)",2
"Sowle, T. (12182874)",T. S. (NV38450),1
"KNAPTON, James (bbti_40501)","TURNER, William (bbti_70987)",1
"KNAPTON, James (bbti_40501)","Bettenham, J. (228701119)",1
"KNAPTON, James (bbti_40501)",J. O. and L. B. M. and A. W (joandlbmandaw_0),1
